episode,act,title,contributors,description,episode-act
336,0.02,"Act Two. Rescue You, Rescue Me.",Ira Glass,"
When the U.S. government sent out a call for volunteers—regular, non-military people—to go to Iraq and help rebuild the country, Randy Frescoln signed up. He believed in the cause of the war and in the promise of its mission. He had experience setting up agriculture projects overseas, so was sent to the Sunni Triangle to try to reconstruct the broken economy there. But three months into his yearlong assignment, he comes to a horrible realization: The people he's trying to help hate him.Plus, stories of other people who went to Iraq as ""provincial reconstruction team"" volunteers. Kiki Munshi, a retired Foreign Service Officer who headed a PRT in the Diyala province speaks to the difficulties she faced as well. Ira interviews her about testimony she gave to Congress about PRTs in Iraq and her personal experience there.Finally, there's Stephanie Miley, an FSO who headed Randy's PRT. She remembers him and understood when he decided to leave, but Stephanie feels that the efforts to improve the state of Iraq are worth it, despite the risk of death. (16 minutes) Development • Education • Iraq Ira Glass
 
Song:
""Skavavars"", Benni Hemm Hemm
 
",336.02
336,0.03,Act Three.,Brady Udall,"
Brady Udall tells the story of the time he helped a stranger get his car out of a ditch. In exchange, the man promises to help him any time, for any reason—legal or not. Brady carries the man's card in his wallet; he's reassured that he has such a powerful guy in his corner. Many years later, Brady finally looks him up. (25 minutes) Brady is the author of The Miracle Life of Edgar Mint and of the short story collection Letting Loose the Hounds. Health Care/Medicine • Mental Health Brady Udall
 ",336.03
336,0.21,Credits.,,error,336.21
337,0.0,Prologue.,Ira Glass,"
Dal LaMagna, millionaire and creator of the Tweezerman tweezer, prepares to go to Iraq on a diplomatic mission he invented for himself—despite concern (and mocking) from his own sister. (2 minutes) Development • Iraq • War Ira Glass
 ",337.0
337,0.01,Act One. Man Of Lamagna.,Sarah Koenig,"
Dal LaMagna made a fortune selling high-quality grooming products. And after retiring, he wanted to do some good in the world. His plan: Curb the violence in Iraq. He thought he could get the Sunni resistance to sit down with Coalition forces to negotiate a cease-fire. So he hooked up with a member of the Iraqi parliament named Mohammed Al-Dynee and headed to Baghdad and Amman, where, remarkably, doors opened to him.This American Life gave Dal an audio recorder to carry into his meetings, and he recorded 25 hours of his remarkable journey through the Middle East as a would-be citizen-diplomat. Producer Sarah Koenig sifted through the 25 hours, talked to Dal about what happened, and put together this story. (22 minutes)Dal also ran for President. Development • Iraq • War Sarah Koenig
 
Song:
""Overture from The Man of La Mancha"", Original Broadway Cast Recording (1965)
 
",337.01
337,0.02,Act Two. Wenceslas Square.,Arthur Phillips,"
Arthur Phillips reads an abridged version of his short story ""Wenceslas Square,"" which takes place in Czechoslovakia at the end of the Cold War. (31 minutes) This story was first published in a collection of essays and fiction called Wild East: Stories from the Last Frontier. Arthur Phillips's new novel is called Angelica. Fiction • History Arthur Phillips
 ",337.02
337,0.21,Credits.,,Credits,337.21
338,0.0,Prologue.,Ira Glass,"
David Iserson tried to lay low in junior high, staying out of sight to keep from getting teased and bullied. But then he starred in a local TV commercial for his father's furniture store, and all of a sudden everyone knew about him...in a bad way. Classmates would quote his lines back to him and snicker. Random people would see him on the street and start laughing. (9 minutes) Teenagers • Television Ira Glass
 ",338.0
338,0.01,"Act One. What Part Of ""Bomb"" Don't You Understand?",Jon Ronson,"
Rachel North was on a train that got blown up during the London subway bombings. After writing a very popular blog about her experience and her recovery afterward, Rachel became a spokeswoman for a survivors' group. Then conspiracy theorists—who believed that there were no bombings and that the whole thing was a cover-up by the British government—started attacking her online, saying she was a spy...or a plant by the police...or,worse, that she didn't exist at all. Jon Ronson tells her story.Jon writes books, hosts radio shows, and produces BBC documentaries—all of which you can check out on his website. A version of this story appeared on his BBC Radio Four series Jon Ronson On.... (21 minutes)Rachel North has written a book about her experience, called Out of the Tunnel. Terrorism Jon Ronson
 
Song:
""Tell It Like It Is"", Dirty Dozens Brass Band
 
",338.01
338,0.02,Act Two. Mr. Successful.,Douglas McGray,"
Anthony Pico was a foster kid for most of his life. His mother was a crack addict who abandoned him, and he bounced around from house to house, relative to relative. But unlike a lot of foster kids, he had an amazing ability to talk about his life eloquently. He started getting invited to child welfare conferences, presenting to social workers and politicians and bureaucrats about problems with the foster care system. He got so good at it that he turned into a professional foster kid. Reporter Doug McGray tells Anthony's story. (20 minutes)Doug McGray is a fellow at the New America Foundation. Activism • Childhood • Family Douglas McGray
 
Song:
""Bad Mouth"", Fugazi
 
",338.02
338,0.03,Act Three. Impeachment Day.,Joe Lockhart,"
Joe Lockhart was press secretary for President Bill Clinton. He recently told stories from his time on the job—live onstage at a performance space in New York City called The Moth, where regular people share stories about their lives—in front of a boisterous crowd. It turns out that Presidential press secretaries CAN have personality. (6 minutes) Thanks to The Moth for the recording. Funny • Government • Live Performance Joe Lockhart
 ",338.03
339,0.0,Prologue.,Ira Glass,"
Host Ira Glass talks with Lauren Waterman, who's in the middle of a break-up right now and grappling with totally contradictory feelings. She wants her boyfriend to call, but also—maybe a little bit—doesn't want him to call. She misses him and doesn't want to stop thinking about him...but also does all of this elaborate math to calculate the day she'll finally be over him. (5 minutes) Breakup • Love • Relationships Ira Glass
 ",339.0
339,0.01,Act One. Dr. Phil.,Starlee Kine,"
In the wake of a break-up, writer Starlee Kine finds so much comfort in break-up songs that she decides to try and write one herself—even though she has no musical ability whatsoever. For some help, she goes to a rather surprising expert on the subject: Phil Collins.Starlee was also assisted in her efforts by musicians Joe McGinty and Julia Greenberg, who co-wrote ""The Three of Us,"" the song featured in this story. Joe took some photos during the recording session. Plus, we had a break-up song contest!
Starlee Kine is co-creator of the Post-It Note Reading Series in Brooklyn.
Joe McGinty's most recent CD, with his band Baby Steps, is Kiss Me, Stupid. It includes another song heard in Starlee's story, ""This Song Is Three Days Old,"" which is available for purchase at his MySpace page. (29 minutes)
Julia Greenberg is co-author of the rock musical People Are Wrong.Breakup • Divorce • Love • Music • Relationships Starlee Kine
 
Song:
""If You Ever Need a Stranger (To Sing at Your Wedding)"", Jens Lekman
 
",339.01
339,0.02,Act Two. But Why?,Ira Glass,"
Eight-year-old Betsy Walter goes on a campaign to understand her parents' divorce. A campaign that takes her to school guidance counselors, children's book authors, and the mayor of New York City. (10 minutes)
The interview with Betsy first aired on NPR's All Things Considered—in 1987, when a young Ira Glass was a producer there. Children • Divorce • Family • Journalism • Marriage Ira Glass
 
Song:
""Now That It's Long Over"", Brisa Roche
 
",339.02
339,0.03,Act Three. Let No Court Put Asunder.,Ira Glass,"
Ira talks with divorce mediator Barry Berkman about why it's bad when the justice system gets involved in a break-up. (8 minutes)
Barry is a member of The New York Association of Collaborative Professionals. Breakup • Divorce • Legal System • Marriage • Relationships Ira Glass
 
Song:
""Walking Away"", Brother Ali
 
",339.03
339,0.04,Act Four. Divorce Is Rrruuffff!,Merrill Markoe,"
What divorce looks like from the dog's point of view. This monologue was performed by Merrill Markoe and recorded at Un-Cabaret in Los Angeles. (5 minutes)
Merrill is an author, and her book Cool Calm and Contentious comes out later this year. Animals • Divorce • Fiction • Funny • Live Performance • Marriage • Relationships Merrill Markoe
 
Song:
""Against All Odds"", The Postal Service
 
",339.04
339,0.21,Credits.,,Credits,339.21
340,0.0,Prologue.,Ira Glass,"
Host Ira Glass talks about not being able to admit when he's wrong, as well as other traits he's not proud of, but can't seem to change. (3 minutes) Education Ira Glass
 ",340.0
340,0.01,Act One. And So We Meet Again.,Lisa Pollak,"
Sam Slaven is an Iraq War veteran who came home from the War plagued by feelings of hate and anger toward Muslims. TAL producer Lisa Pollak tells the story of the unusual action Sam took to change himself, and the Muslim students who helped him do it. (34 minutes) Education • Iraq • Military • Religion Lisa Pollak
 ",340.01
340,0.02,Act Two. Vox Diaboli.,Nancy Updike,"
Sometimes the inner voice telling us to do the wrong thing actually sounds like a voice. TAL producer Nancy Updike talks to people about the voices in their heads that persuade them to go astray. (6 minutes) Mental Health Nancy Updike
 
Song:
""Lexicon Devil"", The Germs
 
",340.02
340,0.03,Act Three. The Devil Wears Birkenstocks.,David Ellis Dickerson,"
Some people battle inner demons, but contributor David Ellis Dickerson went one step further. David tells the story of the time he took on an actual demon in his college classroom. (11 minutes) Education • Religion David Ellis Dickerson
 ",340.03
340,0.21,Credits.,,Credits,340.21
341,0.0,Prologue.,Ira Glass,"
Host Ira Glass asks fifth-grade kids to explain what adults do wrong when talking to children. (5 minutes) Children Ira Glass
 ",341.0
341,0.01,"Act One. So, Kids: A Priest, A Rabbi, And A Hooker Walk Into A Bar...",Jane Feltes,"
Sean O'Connor and Nick Maritato are professional comedians, and their job usually involves saying things that kids aren't supposed to hear. But last summer they got booked on a tour of kids' summer camps. TAL producer Jane Feltes tells us what happened. (18 minutes) Children • Funny Jane Feltes
 
Song:
""Kids Don't Follow"", The Replacements
 
",341.01
341,0.02,Act Two. Age Of Consent.,"Ira Glass, Julie Snyder","
Ira talks to the teen editors of Sex, Etc., a national magazine for teenagers, about the mistakes parents make when talking—or not talking—to their kids about sex.Sex, Etc. is published by Answer, a sex education organization based at Rutgers University. (8 minutes)Then, the story of what happened when one anonymous mother learned that her daughter was having sex. All the names in this essay have been changed, and it's read on the air by TAL senior producer Julie Snyder. (11 minutes) Parenting • Sexuality • Teenagers Ira Glass
Julie Snyder
 
Song:
""Trust Your Child"", Patrizia & Jimmy
 
",341.02
341,0.03,Act Three. Use Your Words.,Dan Savage,"
TAL contributor Dan Savage makes the case for yelling at children. He also reflects on how his views on how to talk to kids have changed over the years. (10 minutes)Dan is the host of the ""Savage Love"" Podcast. Parenting Dan Savage
 ",341.03
341,0.21,Credits.,,error,341.21
342,0.0,Prologue.,"Ira Glass, Rachel Howard","
Host Ira Glass talks to Rachel Howard, whose father, Stan, was murdered when she was 10 years old. His case was never solved. And like a lot of people whose family members have been killed, she tried for a long time to find the killer. But after a while, she gave up. And she's comfortable with that—which sometimes makes fellow survivors decidedly uncomfortable. (7 minutes) Rachel wrote a book, The Lost Night, about her father's murder. Crime • Murder • Writing Ira Glass
Rachel Howard
 ",342.0
342,0.01,Act One. Dry Eyes And Videotape.,Jason Minter,"
Jason Minter lived through the worst trauma you could imagine: He was at a friend's house, a gun pressed to his head, while his mother and another woman were raped and shot to death in the next room by robbers. He was six. And even though he saw a series of therapists as he grew up, he's never been able to feel anything about what happened. He's never even cried about it. So almost 30 years after the crime, Jason decides to make a documentary, to revisit every aspect of his mother's murder, in hopes that he'll connect to what happened, and to her, in some way. (30 minutes) Crime • Film/Film Making • Murder Jason Minter
 
Song:
""It's All Right to Cry"", Moufette
 
",342.01
342,0.02,Act Two. The Good Son.,Brett Martin,"
A story about a mother who wants to commit suicide and a son who dutifully helps her do it—even though his mother is a happy, healthy, independent person. How did they manage to pull it off? Practice, practice, practice. (16 minutes) Death • Mothers Brett Martin
 ",342.02
342,0.21,Credits.,,Credits,342.21
343,0.0,Prologue.,Elizabeth Meister,"
When is a chicken your friend? When is he your dinner? TAL's former webmeister Elizabeth Meister talks with Kamiko Overs, an 11-year-old girl at the annual poultry exhibition run by the American Poultry Association in Columbus, Ohio. (4 minutes) Elizabeth Meister is a producer with Long Haul Productions. Animals • Food/Drinks/Cooking Elizabeth Meister
 ",343.0
343,0.01,Act One. Still Life With Chicken.,Jonathan Gold,"
Food writer Jonathan Gold tells what it's like to panfry a chicken—with a live chicken watching you the entire time. (14 minutes) Animals • Art • Food/Drinks/Cooking • Funny Jonathan Gold
 ",343.01
343,0.02,Act Two. Last Meal.,Mike Paterniti,"
When Francois Mitterand knew he was about to die, he decided that the last food to cross his lips would be poultry...a tiny bird that is actually illegal to eat in France. It's a bird that, by tradition, is eaten with a napkin covering your head. Writer Michael Paterniti set out for France to try the contraband capon himself. (11 minutes) Animals • Death • Food/Drinks/Cooking Mike Paterniti
 ",343.02
343,0.03,Act Three. Chicken Diva.,Jack Hitt,"
Yet another testimony to the power chickens have over our hearts and minds. Contributing editor Jack Hitt reports on an opera about Chicken Little. It's performed with dressed-up styrofoam balls, it's sung in Italian, and it's—no kidding—able to make grown men cry. (13 minutes)Animals • Music • Theater Jack Hitt
 
Song:
""Chickens"", Harry Belafonte
 
",343.03
343,0.04,Act Four. The Meaning Of A Bird.,David Rakoff,"
Writer David Rakoff explains how his life was changed—in a single evening—in a room of 5000 chickens. (13 minutes) Animals • Education David Rakoff
 ",343.04
343,0.21,Credits.,,error,343.21
344,0.0,Prologue.,"Ira Glass, John Bowe","
Host Ira Glass talks to reporter John Bowe about the story of John Nash Pickle, who ran a company in Tulsa, Oklahoma that made steel tanks used in the oil industry. According to 52 Indian men whom Pickle hired and brought to America, Pickle was trying to compete with foreign companies, doing something most companies never try. Instead of simply opening a factory overseas with cheap labor, the men say, Pickle decided to run an overseas factory with cheap labor...on American soil...inside his own Tulsa Oklahoma plant. (3 minutes) Immigration • Jobs/Employment Ira Glass
John Bowe
 ",344.0
344,0.01,Act One. Cowboys And Indians.,John Bowe,"
We continue the story of John Pickle. He hires skilled, experienced welders in India and brings them to the United States. He takes their passports, barely feeds them, pays them half the minimum wage. And when the men protest, Pickle insists he's helping them—doing them a favor in fact. (32 minutes) John Bowe's book, in which this story appears, is called Nobodies: Modern American Slave Labor and the Dark Side of the New Global Economy. Immigration • Jobs/Employment John Bowe
 ",344.01
344,0.02,Act Two. The Race For Second Place.,"Dmae Roberts, Thanh Tan","
Thanh Tan was a TV reporter in Boise, Idaho, when her boss passed along what seemed like a hot news tip: A sex offender was working with kids at a local ice rink, as a hockey referee. But when she looked into it, she found out the crime was more than a decade old. Plus, the guy's statutory rape charge had been dismissed by a judge. So she never did the story. But her closest TV news competitor ran with it, making it ""exclusive"" breaking news, for days. Thanh tells the story of how it got on the air, and how it affected everyone involved. (23 minutes) Thanh's story was co-produced by Dmae Roberts. Economics • Television Dmae Roberts
Thanh Tan
 ",344.02
344,0.21,Credits.,,Credits,344.21
345,0.0,Prologue.,,"
Katya and Alla are introduced to each other shortly after moving from Russia to a small town outside of Flint, Michigan. The mutual friend who introduces them figures they're both from Russia, they'll obviously hit it off. They don't. But because they're the only native Russian speakers each one knows nearby, they maintain an awkward friendship for years. (6 minutes) Friendship ",345.0
345,0.01,Act One. Fred And Barney.,"David Rakoff, Jonathan Goldstein","
Jonathan Goldstein's story about trouble in the Town of Bedrock. One day, when he's backing out of his driveway, Barney accidentally runs over and kills a dinosaur that belongs to his neighbor and best friend, Fred. In the ensuing series of phone messages (performed by Jonathan [as Barney] and contributor David Rakoff [as Fred]), the two friends air some long-simmering grievances in their friendship—which might end it altogether. (14 minutes) This story first aired on Jonathan's CBC radio show, Wiretap. Fiction David Rakoff
Jonathan Goldstein
 ",345.01
345,0.02,Act Two. Lucas And Sarah.,Jill Wolfson,"
When Sarah was 10 years old, she got a heart transplant. Soon after, her mother decided to find out more about the person who saved her daughter's life. She discovers the donor was a little boy her daughter's age, and that he'd been murdered by gang members who mistook him for his older brother. The two families begin to connect—everyone but Sarah, who's not at all sure she wants to know anything at all about the boy or the family that lost him. Reporter Jill Wolfson tells the story. (21 minutes) Children • Crime • Death • Family • Health Care/Medicine Jill Wolfson
 ",345.02
345,0.03,Act Three. Lucy And The Bike Girl.,Hillary Frank,"
Lucy, a 28-year-old girl with cystic fibrosis, meets the ""Bike Girl,"" who has the same disease, in an Internet chatroom. They are both, against the advice of friends and doctors, trying to get pregnant, and they find that they have a lot in common. They quickly become friends, but can never meet in person, because the Bike Girl carries a bacteria in her lungs that is toxic to anyone with cystic fibrosis. (9 minutes) Hillary Frank wrote this story, which is a mixture of reported facts and fiction. It was inspired by the Third Coast International Audio Festival's 2007 public audio project, ""Dollar Storeys,"" for which Hillary produced a three-minute version. Friendship • Health Care/Medicine Hillary Frank
 
Song:
""Me and My Friend"", Julie Doiron
 
",345.03
345,0.04,Act Four. David And Andi.,Scott Gurian,"
Dr. David Kalenberger is the head of a fertility clinic in Oklahoma City. Andi Knox is a waitress at Galatoire's restaurant in New Orleans. Andi and her husband have been trying to get pregnant, and had been going to a fertility clinic that was destroyed in Hurricane Katrina. One week when David and his wife, Jennifer, are in New Orleans, a friend takes them to Galatoire's, and introduces them to Andi, mentioning that Andi has been trying to get pregnant. Out of the blue, Jennifer suggests that Andi come up to Oklahoma, stay with them, and undergo fertility treatment at David's clinic. They assume she'll never take them up on it. She does. Reporter Scott Gurian tells what happens next. (4 minutes) Health Care/Medicine • Parenting Scott Gurian
 ",345.04
345,0.21,Credits.,,Credits,345.21
346,0.0,Prologue.,Ira Glass,"
Yvonne has lived by herself for 12 years, ever since her last child moved out. She eats dinner by herself, takes care of the house on her own, and usually spends most holidays alone. She explains why she's perfectly happy this way—and has no desire to live with anyone else. (4 minutes) Holidays • Housing Ira Glass
 ",346.0
346,0.01,Act One. Plot Without A Story.,Eric Klinenberg,"
Mary Ann was an elderly woman living by herself in Los Angeles County. She
wasn't married, didn't have children, wasn't in touch with any of her
family. When she became sick and went to the hospital, the only contact she
had was Sue, the woman who delivered her prescriptions from the pharmacy.
Then, Mary Ann died. There was a body to be buried, a house full of stuff to
get rid of—but no family or friends to deal with it all. Luckily, there
was Emily, an investigator for the Los Angeles Public Administrator's
Office. It's her job to take care of the remains of lives like Mary Ann's.
Eric Klinenberg reports the story. He's a sociologist, whose most recent
book is Going Solo: The Extraordinary Rise and Surprising Appeal of Living Alone. (15 minutes) Housing Eric Klinenberg
 
Song:
""Tenuous Gears"", Micalavera
 
",346.01
346,0.02,Act Two. Boy Interrupted.,Sarah Koenig,"
Growing up, Clevins Browne moved all over New York with his mother, in
different apartments and homeless shelters. But that all changed when he was
12, and they got an apartment in a public housing complex in Brooklyn. Then,
when he had just turned 15, his mom collapsed in pain while they were
watching TV at home. Clevins called 911, and then hid in the closet, so he
wouldn't be taken away by child services. He stayed in the apartment by
himself—with no money, hardly any food—until his mother came home from
the hospital: Five months later. Clevins talked to This American Life
producer Sarah Koenig, about how he survived. (22 minutes) Childhood • Homelessness • Housing Sarah Koenig
 
Song:
""Space Kay"", Daniel Lanois
 
",346.02
346,0.03,Act Three. The Man Who Came To Dinner. ,Jennifer Schaller,"
When she was in kindergarten, Jennifer, along with her brother and mother,
was held hostage by an armed gunman for four days. Their father was a drug
dealer and had disappeared with a bunch of cocaine that belonged to someone
else. The gunman had been sent to hold the family hostage until he returned
the drugs. But the gangsters didn't count on Jennifer's mother being so
tough—frightening enough, in fact, to almost make the guy leave. And not
only that: Her mother was so composed, that Jennifer and her brother never
even knew they were being held hostage. (14 minutes) Crime • Mothers Jennifer Schaller
 ",346.03
346,0.21,Credits.,,Credits,346.21
347,0.0,Prologue.,Jane Feltes,"
Ira Glass talks to This American Life Producer Jane Feltes about
a recent date she was set up on by a friend. The date was awful—the guy
seemed stoned the whole time. But worse than a wasted evening was the
thought: what must her friend think of her if he's setting her up with
this guy? (5 minutes) Relationships Jane Feltes
 ",347.0
347,0.01,Act One. A Good Year For Grand Gestures.,Greg Warner,"
Miriam and her husband were development workers in Afghanistan. They'd had
a whirlwind romance themselves, so when they heard that their driver was
in love, but didn't have enough money to propose to the girl, they made a
grand romantic gesture: They gave him $10,000 to pay for the dowry and the
wedding. It was a move they probably should have known wouldn't work out
so well. Gregory Warner reports. (16 minutes) Afghanistan • Love • Relationships Greg Warner
 
Song:
""Matchmaker, Matchmaker"", Wes Montgomery
 
",347.01
347,0.02,"Act Two. Part Of Me, Why Not Take Part Of Me?",Sarah Koenig,"
Chaya Lipschutz, an Orthodox Jewish woman from Brooklyn, donated her
kidney to a stranger. After that, she decided to spend all her time trying
to match up potential donors with kidney patients. It's incredibly hard to
make a match, and for a year, she had no success. Then, she gets her first
break: Her brother's going to donate. For Chaya, a single, middle-aged
woman who was supposed to get married decades ago like everyone else in
her community, being a kidney matchmaker has become an obsession. She
needs this surgery to succeed. Reporter Mary Robertson and This American
Life Producer Sarah Koenig recorded Chaya and her brother as the
transplant date approached. (19 minutes) Activism • Health Care/Medicine Sarah Koenig
 
Song:
""Stranger in Love"", John Holt
 
",347.02
347,0.03,Act Three. Babies Buying Babies.,Elna Baker,"
Elna Baker reads her story about the time she worked at the giant toy store, FAO Schwartz. Her job was to sell these lifelike ""newborns"" which were displayed in a ""nursery"" inside the store. When the toys become the
hot new present, they begin to fly off the shelves. When the white babies sell out, white parents are faced with a choice: Will they go for an Asian, Latino, or African-American baby instead? What happens is so disturbing that Elna has a hard time even telling it. (16 minutes) Children • Parenting • Race Elna Baker
 ",347.03
347,0.21,Credits.,,Credits,347.21
348,0.0,Prologue.,Ira Glass,"
Thanksgiving 2002, the Ohm family's dinner conversation turned to the recent terrorist attacks. Alexis Ohm, the youngest daughter, made a comment that in retrospect she admits was probably the wrong thing to say with her conservative, military-veteran dad at the table...that Osama bin Laden was hot. (5 minutes) Family • Funny • Holidays • Terrorism Ira Glass
 ",348.0
348,0.01,Act One. Make 'em Laff.,Ira Glass,"
Host Ira Glass spends time in perhaps the toughest room on earth, the editorial meeting at the satirical newspaper, The Onion, where there's one laugh for every 100 jokes. (17 minutes) Comedy • Funny • Jobs/Employment • Writing Ira Glass
 ",348.01
348,0.02,Act Two. Bar Car Prophesy.,Rosie Schaap,"
Writer Rosie Schaap tells the story of how she ingratiated herself into the adult society of the Metroliner commuter train bar car as a teenager. She would cast Tarot card prophesies for riders, in exchange for beer. This was fun and made her feel grown-up, until the cards showed her something she wasn't really ready to see. (12 minutes) This story will be included in Rosie's upcoming collection of stories, entitled Drinking With Men. Education • Teenagers Rosie Schaap
 ",348.02
348,0.03,Act Three. Mission: Impossible.,Jane Feltes,"
Producer Jane Feltes spends a day with two young Mormons, on mission to possibly the least receptive environment they could find...the Upper West Side of Manhattan. (9 minutes) Activism • Religion Jane Feltes
 ",348.03
348,0.04,Act Four. Tough News Room.,"Malcolm Gladwell, The Moth","
Malcolm Gladwell is a best-selling author and famous journalist at the New Yorker magazine. But not always. Witness his story—which was recorded live, on stage at the Moth theater in New York—about his first job in journalism, and how terrifying it was. (12 minutes) The Moth is a place where real people come onstage and tell true and tall tales. Malcolm Gladwell is the author most recently of Blink. Education • Journalism • Live Performance Malcolm Gladwell
The Moth
 ",348.04
348,0.21,Credits.,,Credits,348.21
349,0.0,Prologue.,Richard Klein,"
Richard Klein of Cornell University explains that the way we view love really began with love poems in the 13th century—an illusion. (7 minutes) History • Literature • Love Richard Klein
 ",349.0
349,0.01,Act One. Before And After.,Richard Bausch,"
Richard Bausch reads his story ""Letter to the Lady of the House"" from his book, Selected Stories of Richard Bausch. His latest book is called Thanksgiving Night. (22 minutes) Fiction • Love Richard Bausch
 
Song:
""The River"", Bruce Springsteen
 
",349.01
349,0.02,Act Two. The Over-protective Kind.,Veronica Chater,"
Veronica Chater's mother wants to go to a resort in Mexico with a friend. Her father, a former cop with an extravagant sense of security, prepares as if she's headed for a war zone. Among his questions for the Mexican authorities: Exactly how long a knife blade might one be able to carry across the border? (13 minutes) Family • Fathers • Love • Travel Veronica Chater
 
Song:
""Someone to Watch Over Me"", Ricki Lee Jones
 
",349.02
349,0.03,Act Three. Istanbul.,Ian Brown,"
Ian Brown of the Canadian Broadcasting Corporation on the normal struggle most people experience when they try to stay monogamous. Parts of Ian's story are excerpted from his book, Man Medium Rare. (12 minutes) Love • Relationships • Sexuality Ian Brown
 ",349.03
350,0.0,Prologue.,,"
Host Ira Glass talks with a veteran Human Resources administrator about what it's like to fire people, and why it helps if you don't actually use the word ""fire."" (7 minutes) Jobs/Employment ",350.0
350,0.01,Act One. Rubber Room.,Joe Richman,"
Update: in 2010 the City and the teacher's union came to an agreement that will close the Rubber Room. Education • Jobs/Employment ",350.01
350,0.02,Act Two. The Plan.,,"
American cities have gone through a massive wave of gentrification in the last few decades. To some people, it's not a natural ebb and flow of the real estate market, but a plot, by rich, mainly white people, to take over the neighborhoods of poor, mainly black people. This American Life producer Jon Jeter reports on how, in neighborhoods all over the country, the plot has a name, ""The Plan,"" and most people you talk to know about it. (11 minutes) Economics • Housing 
Song:
""Don't Worry about the Government"", Talking Heads
 
",350.02
350,0.03,Act Three. Almost Human Resources.,,"
Reporter Charles Siebert talks with Ira about retirement homes for Chimpanzees. Yes, retirement homes for Chimpanzees. There are thousands of aging chimps in the US: Retired chimp actors, ex-research subjects, abandoned pets. They can't be put back in the wild since they don't know how to survive there. Charles Siebert visited many of the facilities where they're housed, often in rooms, with TV's and 3 meals a day. He's writing a book about his experiences called Humanzee. (11 minutes) Animals • Housing ",350.03
350,0.21,Credits.,,Credits,350.21
351,0.0,Prologue.,Ira Glass,"
Host Ira Glass talks with Kayla Hernandez, a seventh-grader who likes to reminisce about when she was a child, back in fifth grade. She visits Room 211 in her school, where her fifth grade class met, and looks at her old books, thinks about what happened there. She says she knows that decades from now, she won't even remember most of what's happening to her this year, in seventh grade, and that makes her sad. (5 minutes) Childhood • Education • Teenagers Ira Glass
 ",351.0
351,0.01,Act One. Ich... bin... ein... mophead.,Alex Blumberg,"
This American Life producer Alex Blumberg sets out to find a woman named Susan Jordan, who babysat him and his sister for a year when he was nine. He discovers that each of them remembered something about the other that the other would just as soon forget. (20 minutes) Childhood • Teenagers Alex Blumberg
 
Song:
""Brooklyn Roads"", Neil Diamond
 
",351.01
351,0.02,Act Two. Punk In A Grey Flannel Suit.,Ira Glass,"
A mortgage broker named David Philp discovers that his old punk band from the 1970s is hot in Japan. He decides to leave corporate life and revisit his teenage years by going back on tour, playing music for the first time in two decades. (12 minutes) Music • Teenagers Ira Glass
 ",351.02
351,0.03,"Act Three. Airel Sharon, Shimon Peres, David Ben Gurion, And Me!",Adam Davidson,"
Host Ira Glass talks with contributor Adam Davidson about how Adam's teenage diaries are filled with his dream of someday becoming the prime minister of a country where he does not even reside. (8 minutes) Funny • Government • Teenagers Adam Davidson
 ",351.03
351,0.04,Act Four. When We Were Angels.,Hillary Frank,"
The most innocent possible student uprising imaginable...documented by an actual student, Hillary Frank, using the crude tools of a telephone answering machine and a shiny red boom box. (10 minutes) Art • Education • Funny Hillary Frank
 ",351.04
352,0.0,Prologue.,Tal McThenia,"
Host Ira Glass plays the song ""Mystery of the Dunbar's Child"" by Richard ""Rabbit"" Brown. It describes Bobby Dunbar's disappearance and recovery and the trial of his kidnapper, all of which was front page news from 1912 to 1914. Almost a century after it happened, Bobby Dunbar's granddaughter, Margaret Dunbar Cutright, was looking into her grandfather's disappearance and found that the truth was actually more interesting than the legend. And a lot more troubling. (1 minute) Crime • Family • History Tal McThenia
 ",352.0
352,0.01,Act One. Part One.,,"
Reporter Tal McThenia tells the first half of Margaret's story. Everyone in her family knew the legend. Her grandfather went missing in a swamp in Louisiana, and was found 8 months later in Mississippi, in the hands of a wandering handyman named William Walters. But then another woman came forward and claimed the boy as hers. There was a big trial, and the boy was awarded to the Dunbars.In 1999, Margaret's father gave her a scrapbook full of newspaper clippings from the period. A lot of the clippings didn't match up exactly with her family's legend. So Margaret went on a quest to learn as much as she could, to small town libraries and archives all through the south, and eventually, to the living children of the ""other mother,"" a woman named Julia Anderson. Her family had their own legend about the kidnapping. But in the Anderson version, Julia's son Bruce was the boy who was kidnapped, and it was Margaret's family, the Dunbars, who kidnapped him. (23 minutes) Crime • Family • History ",352.01
352,0.02,Act Two. Part Two.,,"Tal McThenia's story continues. Margaret meets the living relatives of the kidnapper, William Walters, discovers a long lost court file with lots of answers, and finally arrives at an incontrovertible truth, which, depending on your point of view, is either very troubling, or the answer to your prayers. (32 minutes) ",352.02
352,0.21,Credits.,,Credits,352.21
353,0.0,Prologue.,Ira Glass,"
Host Ira Glass talks with Yale law professor Jack Balkin about what he calls the Bush Administration's ""lawyering style,"" a tendency to fight as hard as it can, on all fronts, to get what it wants. Ira also plays tape from a news conference with New York Senator Charles Schumer, in which he takes the Justice Department to task for refusing to pay death benefits to the families of two auxiliary policemen who were killed in the line of duty, even though federal law grants those benefits. (5 minutes) Government • Legal System • Politics • Presidents Ira Glass
 ",353.0
